date,year,month,day,od_pair,market_country,dest_country,constrained_seats,latent_seats,total_capacity,censored_flights,em_seats,pd_seats,naive_seats,is_censored
2015-01-04,2015,1,4,CN→US,CN,US,2379.0,2419,2700,1,2379.0,2379.0,2379.0,1
2015-01-04,2015,1,4,DE→US,DE,US,323.0,324,396,0,323.0,323.0,323.0,0
2015-01-04,2015,1,4,GB→US,GB,US,533.0,535,702,0,533.0,533.0,533.0,0
2015-01-04,2015,1,4,HK→CA,HK,CA,571.0,572,792,0,571.0,571.0,571.0,0
2015-01-04,2015,1,4,HK→US,HK,US,534.0,536,702,0,534.0,534.0,534.0,0
2015-01-04,2015,1,4,JP→CA,JP,CA,493.0,508,516,1,493.0,493.0,493.0,1
2015-01-04,2015,1,4,JP→US,JP,US,2557.0,2755,2712,4,2557.0,2557.0,2557.0,1
2015-01-04,2015,1,4,KR→CA,KR,CA,494.0,503,516,1,494.0,494.0,494.0,1
2015-01-04,2015,1,4,KR→US,KR,US,1504.0,1560,1614,1,1504.0,1504.0,1504.0,1
2015-01-04,2015,1,4,SG→US,SG,US,834.0,826,934,0,834.0,834.0,834.0,0
2015-01-04,2015,1,4,TW→US,TW,US,992.0,992,1308,0,992.0,992.0,992.0,0
2015-01-05,2015,1,5,AE→US,AE,US,881.0,880,982,0,881.0,881.0,881.0,0
2015-01-05,2015,1,5,AU→US,AU,US,3134.0,3250,3327,5,3134.0,3134.0,3134.0,1
2015-01-05,2015,1,5,CN→CA,CN,CA,404.0,402,516,0,404.0,404.0,404.0,0
2015-01-05,2015,1,5,CN→US,CN,US,2443.0,2482,2700,2,2443.0,2443.0,2443.0,1
2015-01-05,2015,1,5,DE→US,DE,US,372.0,375,396,0,372.0,372.0,372.0,0
2015-01-05,2015,1,5,GB→US,GB,US,525.0,527,702,0,525.0,525.0,525.0,0
2015-01-05,2015,1,5,HK→CA,HK,CA,572.0,572,792,0,572.0,572.0,572.0,0
2015-01-05,2015,1,5,HK→US,HK,US,539.0,539,702,0,539.0,539.0,539.0,0
2015-01-05,2015,1,5,JP→CA,JP,CA,473.0,473,516,0,473.0,473.0,473.0,0
2015-01-05,2015,1,5,JP→US,JP,US,2444.0,2515,2712,3,2444.0,2444.0,2444.0,1
2015-01-05,2015,1,5,KR→CA,KR,CA,488.0,522,516,1,488.0,488.0,488.0,1
2015-01-05,2015,1,5,KR→US,KR,US,1361.0,1400,1614,1,1361.0,1361.0,1361.0,1
2015-01-05,2015,1,5,SG→US,SG,US,828.0,830,934,1,828.0,828.0,828.0,1
2015-01-05,2015,1,5,TW→US,TW,US,1029.0,1030,1308,0,1029.0,1029.0,1029.0,0
2015-01-06,2015,1,6,AE→US,AE,US,684.0,680,982,0,684.0,684.0,684.0,0
2015-01-06,2015,1,6,AU→US,AU,US,2880.0,2882,3327,0,2880.0,2880.0,2880.0,0
2015-01-06,2015,1,6,CN→CA,CN,CA,384.0,382,516,0,384.0,384.0,384.0,0
2015-01-06,2015,1,6,CN→US,CN,US,1878.0,1880,2700,0,1878.0,1878.0,1878.0,0
2015-01-06,2015,1,6,DE→US,DE,US,248.0,249,396,0,248.0,248.0,248.0,0
2015-01-06,2015,1,6,GB→US,GB,US,473.0,477,702,0,473.0,473.0,473.0,0
2015-01-06,2015,1,6,HK→CA,HK,CA,473.0,474,792,0,473.0,473.0,473.0,0
2015-01-06,2015,1,6,HK→US,HK,US,518.0,519,702,0,518.0,518.0,518.0,0
2015-01-06,2015,1,6,JP→CA,JP,CA,412.0,412,516,0,412.0,412.0,412.0,0
2015-01-06,2015,1,6,JP→US,JP,US,2235.0,2237,2712,0,2235.0,2235.0,2235.0,0
2015-01-06,2015,1,6,KR→CA,KR,CA,409.0,408,516,0,409.0,409.0,409.0,0
2015-01-06,2015,1,6,KR→US,KR,US,1232.0,1234,1614,0,1232.0,1232.0,1232.0,0
2015-01-06,2015,1,6,SG→US,SG,US,659.0,651,934,0,659.0,659.0,659.0,0
2015-01-06,2015,1,6,TW→US,TW,US,780.0,779,1308,0,780.0,780.0,780.0,0
2015-01-07,2015,1,7,AE→US,AE,US,694.0,691,982,0,694.0,694.0,694.0,0
2015-01-07,2015,1,7,AU→US,AU,US,2908.0,2907,3327,0,2908.0,2908.0,2908.0,0
2015-01-07,2015,1,7,CN→CA,CN,CA,445.0,445,516,0,445.0,445.0,445.0,0
2015-01-07,2015,1,7,CN→US,CN,US,1895.0,1901,2700,0,1895.0,1895.0,1895.0,0
2015-01-07,2015,1,7,DE→US,DE,US,268.0,268,396,0,268.0,268.0,268.0,0
2015-01-07,2015,1,7,GB→US,GB,US,424.0,426,702,0,424.0,424.0,424.0,0
2015-01-07,2015,1,7,HK→CA,HK,CA,509.0,512,792,0,509.0,509.0,509.0,0
2015-01-07,2015,1,7,HK→US,HK,US,461.0,461,702,0,461.0,461.0,461.0,0
2015-01-07,2015,1,7,JP→CA,JP,CA,432.0,433,516,0,432.0,432.0,432.0,0
2015-01-07,2015,1,7,JP→US,JP,US,2193.0,2194,2712,0,2193.0,2193.0,2193.0,0
2015-01-07,2015,1,7,KR→CA,KR,CA,440.0,439,516,0,440.0,440.0,440.0,0
2015-01-07,2015,1,7,KR→US,KR,US,1391.0,1396,1614,0,1391.0,1391.0,1391.0,0
2015-01-07,2015,1,7,SG→US,SG,US,665.0,657,934,0,665.0,665.0,665.0,0
2015-01-07,2015,1,7,TW→US,TW,US,943.0,942,1308,0,943.0,943.0,943.0,0
2015-01-08,2015,1,8,AE→US,AE,US,811.0,808,982,0,811.0,811.0,811.0,0
2015-01-08,2015,1,8,AU→US,AU,US,2997.0,3116,3327,4,2997.0,2997.0,2997.0,1
2015-01-08,2015,1,8,CN→CA,CN,CA,398.0,397,516,0,398.0,398.0,398.0,0
2015-01-08,2015,1,8,CN→US,CN,US,2241.0,2249,2700,0,2241.0,2241.0,2241.0,0
2015-01-08,2015,1,8,DE→US,DE,US,353.0,353,396,0,353.0,353.0,353.0,0
2015-01-08,2015,1,8,GB→US,GB,US,533.0,534,702,0,533.0,533.0,533.0,0
2015-01-08,2015,1,8,HK→CA,HK,CA,608.0,610,792,0,608.0,608.0,608.0,0
2015-01-08,2015,1,8,HK→US,HK,US,528.0,530,702,0,528.0,528.0,528.0,0
2015-01-08,2015,1,8,JP→CA,JP,CA,447.0,445,516,0,447.0,447.0,447.0,0
2015-01-08,2015,1,8,JP→US,JP,US,2427.0,2538,2712,2,2427.0,2427.0,2427.0,1
2015-01-08,2015,1,8,KR→CA,KR,CA,485.0,522,516,1,485.0,485.0,485.0,1
2015-01-08,2015,1,8,KR→US,KR,US,1502.0,1521,1614,1,1502.0,1502.0,1502.0,1
2015-01-08,2015,1,8,SG→US,SG,US,776.0,765,934,0,776.0,776.0,776.0,0
2015-01-08,2015,1,8,TW→US,TW,US,938.0,936,1308,0,938.0,938.0,938.0,0
2015-01-09,2015,1,9,AE→US,AE,US,906.0,904,982,0,906.0,906.0,906.0,0
2015-01-09,2015,1,9,AU→US,AU,US,3222.0,3591,3327,9,3222.0,3222.0,3222.0,1
2015-01-09,2015,1,9,CN→CA,CN,CA,482.0,501,516,1,482.0,482.0,482.0,1
2015-01-09,2015,1,9,CN→US,CN,US,2542.0,2598,2700,3,2542.0,2542.0,2542.0,1
2015-01-09,2015,1,9,DE→US,DE,US,369.0,371,396,0,369.0,369.0,369.0,0
2015-01-09,2015,1,9,GB→US,GB,US,598.0,600,702,0,598.0,598.0,598.0,0
2015-01-09,2015,1,9,HK→CA,HK,CA,596.0,598,792,0,596.0,596.0,596.0,0
2015-01-09,2015,1,9,HK→US,HK,US,591.0,593,702,0,591.0,591.0,591.0,0
2015-01-09,2015,1,9,JP→CA,JP,CA,504.0,521,516,1,504.0,504.0,504.0,1
2015-01-09,2015,1,9,JP→US,JP,US,2570.0,2956,2712,5,2570.0,2570.0,2570.0,1
2015-01-09,2015,1,9,KR→CA,KR,CA,492.0,494,516,0,492.0,492.0,492.0,0
2015-01-09,2015,1,9,KR→US,KR,US,1540.0,1696,1614,4,1540.0,1540.0,1540.0,1
2015-01-09,2015,1,9,SG→US,SG,US,908.0,984,934,3,908.0,908.0,908.0,1
2015-01-09,2015,1,9,TW→US,TW,US,1119.0,1120,1308,0,1119.0,1119.0,1119.0,0
2015-01-10,2015,1,10,AE→US,AE,US,788.0,784,982,0,788.0,788.0,788.0,0
2015-01-10,2015,1,10,AU→US,AU,US,3003.0,3076,3327,3,3003.0,3003.0,3003.0,1
2015-01-10,2015,1,10,CN→CA,CN,CA,391.0,391,516,0,391.0,391.0,391.0,0
2015-01-10,2015,1,10,CN→US,CN,US,2181.0,2205,2700,1,2181.0,2181.0,2181.0,1
2015-01-10,2015,1,10,DE→US,DE,US,308.0,309,396,0,308.0,308.0,308.0,0
2015-01-10,2015,1,10,GB→US,GB,US,511.0,512,702,0,511.0,511.0,511.0,0
2015-01-10,2015,1,10,HK→CA,HK,CA,579.0,581,792,0,579.0,579.0,579.0,0
2015-01-10,2015,1,10,HK→US,HK,US,528.0,530,702,0,528.0,528.0,528.0,0
2015-01-10,2015,1,10,JP→CA,JP,CA,447.0,452,516,0,447.0,447.0,447.0,0
2015-01-10,2015,1,10,JP→US,JP,US,2270.0,2276,2712,0,2270.0,2270.0,2270.0,0
2015-01-10,2015,1,10,KR→CA,KR,CA,443.0,441,516,0,443.0,443.0,443.0,0
2015-01-10,2015,1,10,KR→US,KR,US,1303.0,1306,1614,0,1303.0,1303.0,1303.0,0
2015-01-10,2015,1,10,SG→US,SG,US,722.0,714,934,0,722.0,722.0,722.0,0
2015-01-10,2015,1,10,TW→US,TW,US,872.0,874,1308,0,872.0,872.0,872.0,0
2015-01-11,2015,1,11,AE→US,AE,US,947.0,967,982,1,947.0,947.0,947.0,1
2015-01-11,2015,1,11,AU→US,AU,US,3162.0,3481,3327,7,3162.0,3162.0,3162.0,1
2015-01-11,2015,1,11,CN→CA,CN,CA,393.0,391,516,0,393.0,393.0,393.0,0
2015-01-11,2015,1,11,CN→US,CN,US,2391.0,2415,2700,1,2391.0,2391.0,2391.0,1
2015-01-11,2015,1,11,DE→US,DE,US,366.0,367,396,0,366.0,366.0,366.0,0
2015-01-11,2015,1,11,GB→US,GB,US,578.0,580,702,0,578.0,578.0,578.0,0
2015-01-11,2015,1,11,HK→CA,HK,CA,602.0,601,792,0,602.0,602.0,602.0,0
2015-01-11,2015,1,11,HK→US,HK,US,601.0,603,702,0,601.0,601.0,601.0,0
2015-01-11,2015,1,11,JP→CA,JP,CA,491.0,500,516,1,491.0,491.0,491.0,1
2015-01-11,2015,1,11,JP→US,JP,US,2471.0,2521,2712,3,2471.0,2471.0,2471.0,1
2015-01-11,2015,1,11,KR→CA,KR,CA,470.0,497,516,1,470.0,470.0,470.0,1
2015-01-11,2015,1,11,KR→US,KR,US,1513.0,1597,1614,2,1513.0,1513.0,1513.0,1
2015-01-11,2015,1,11,SG→US,SG,US,889.0,927,934,1,889.0,889.0,889.0,1
2015-01-11,2015,1,11,TW→US,TW,US,1105.0,1105,1308,0,1105.0,1105.0,1105.0,0
2015-01-12,2015,1,12,AE→US,AE,US,937.0,990,982,1,937.0,937.0,937.0,1
2015-01-12,2015,1,12,AU→US,AU,US,3134.0,3303,3327,6,3134.0,3134.0,3134.0,1
2015-01-12,2015,1,12,CN→CA,CN,CA,420.0,419,516,0,420.0,420.0,420.0,0
2015-01-12,2015,1,12,CN→US,CN,US,2436.0,2478,2700,2,2436.0,2436.0,2436.0,1
2015-01-12,2015,1,12,DE→US,DE,US,332.0,333,396,0,332.0,332.0,332.0,0
2015-01-12,2015,1,12,GB→US,GB,US,527.0,527,702,0,527.0,527.0,527.0,0
2015-01-12,2015,1,12,HK→CA,HK,CA,644.0,646,792,0,644.0,644.0,644.0,0
2015-01-12,2015,1,12,HK→US,HK,US,484.0,486,702,0,484.0,484.0,484.0,0
2015-01-12,2015,1,12,JP→CA,JP,CA,470.0,478,516,1,470.0,470.0,470.0,1
2015-01-12,2015,1,12,JP→US,JP,US,2584.0,2705,2712,3,2584.0,2584.0,2584.0,1
2015-01-12,2015,1,12,KR→CA,KR,CA,493.0,506,516,1,493.0,493.0,493.0,1
2015-01-12,2015,1,12,KR→US,KR,US,1536.0,1685,1614,3,1536.0,1536.0,1536.0,1
2015-01-12,2015,1,12,SG→US,SG,US,747.0,738,934,0,747.0,747.0,747.0,0
2015-01-12,2015,1,12,TW→US,TW,US,1057.0,1081,1308,1,1057.0,1057.0,1057.0,1
2015-01-13,2015,1,13,AE→US,AE,US,621.0,619,982,0,621.0,621.0,621.0,0
2015-01-13,2015,1,13,AU→US,AU,US,2715.0,2713,3327,0,2715.0,2715.0,2715.0,0
2015-01-13,2015,1,13,CN→CA,CN,CA,409.0,409,516,0,409.0,409.0,409.0,0
2015-01-13,2015,1,13,CN→US,CN,US,2064.0,2072,2700,0,2064.0,2064.0,2064.0,0
2015-01-13,2015,1,13,DE→US,DE,US,255.0,255,396,0,255.0,255.0,255.0,0
2015-01-13,2015,1,13,GB→US,GB,US,430.0,432,702,0,430.0,430.0,430.0,0
2015-01-13,2015,1,13,HK→CA,HK,CA,572.0,574,792,0,572.0,572.0,572.0,0
2015-01-13,2015,1,13,HK→US,HK,US,432.0,434,702,0,432.0,432.0,432.0,0
2015-01-13,2015,1,13,JP→CA,JP,CA,355.0,355,516,0,355.0,355.0,355.0,0
2015-01-13,2015,1,13,JP→US,JP,US,2229.0,2231,2712,0,2229.0,2229.0,2229.0,0
2015-01-13,2015,1,13,KR→CA,KR,CA,430.0,429,516,0,430.0,430.0,430.0,0
2015-01-13,2015,1,13,KR→US,KR,US,1272.0,1273,1614,0,1272.0,1272.0,1272.0,0
2015-01-13,2015,1,13,SG→US,SG,US,703.0,696,934,0,703.0,703.0,703.0,0
2015-01-13,2015,1,13,TW→US,TW,US,818.0,821,1308,0,818.0,818.0,818.0,0
2015-01-14,2015,1,14,AE→US,AE,US,839.0,846,982,0,839.0,839.0,839.0,0
2015-01-14,2015,1,14,AU→US,AU,US,2919.0,2938,3327,2,2919.0,2919.0,2919.0,1
2015-01-14,2015,1,14,CN→CA,CN,CA,426.0,424,516,0,426.0,426.0,426.0,0
2015-01-14,2015,1,14,CN→US,CN,US,2054.0,2060,2700,0,2054.0,2054.0,2054.0,0
2015-01-14,2015,1,14,DE→US,DE,US,323.0,324,396,0,323.0,323.0,323.0,0
2015-01-14,2015,1,14,GB→US,GB,US,462.0,464,702,0,462.0,462.0,462.0,0
2015-01-14,2015,1,14,HK→CA,HK,CA,499.0,500,792,0,499.0,499.0,499.0,0
2015-01-14,2015,1,14,HK→US,HK,US,499.0,499,702,0,499.0,499.0,499.0,0
2015-01-14,2015,1,14,JP→CA,JP,CA,491.0,495,516,0,491.0,491.0,491.0,0
2015-01-14,2015,1,14,JP→US,JP,US,2260.0,2265,2712,0,2260.0,2260.0,2260.0,0
2015-01-14,2015,1,14,KR→CA,KR,CA,410.0,409,516,0,410.0,410.0,410.0,0
2015-01-14,2015,1,14,KR→US,KR,US,1296.0,1303,1614,0,1296.0,1296.0,1296.0,0
2015-01-14,2015,1,14,SG→US,SG,US,677.0,667,934,0,677.0,677.0,677.0,0
2015-01-14,2015,1,14,TW→US,TW,US,938.0,940,1308,0,938.0,938.0,938.0,0
2015-01-15,2015,1,15,AE→US,AE,US,799.0,796,982,0,799.0,799.0,799.0,0
2015-01-15,2015,1,15,AU→US,AU,US,3065.0,3137,3327,2,3065.0,3065.0,3065.0,1
2015-01-15,2015,1,15,CN→CA,CN,CA,484.0,485,516,0,484.0,484.0,484.0,0
2015-01-15,2015,1,15,CN→US,CN,US,2293.0,2308,2700,0,2293.0,2293.0,2293.0,0
2015-01-15,2015,1,15,DE→US,DE,US,293.0,293,396,0,293.0,293.0,293.0,0
2015-01-15,2015,1,15,GB→US,GB,US,598.0,600,702,0,598.0,598.0,598.0,0
2015-01-15,2015,1,15,HK→CA,HK,CA,586.0,587,792,0,586.0,586.0,586.0,0
2015-01-15,2015,1,15,HK→US,HK,US,496.0,498,702,0,496.0,496.0,496.0,0
2015-01-15,2015,1,15,JP→CA,JP,CA,471.0,495,516,1,471.0,471.0,471.0,1
2015-01-15,2015,1,15,JP→US,JP,US,2506.0,2535,2712,1,2506.0,2506.0,2506.0,1
2015-01-15,2015,1,15,KR→CA,KR,CA,440.0,439,516,0,440.0,440.0,440.0,0
2015-01-15,2015,1,15,KR→US,KR,US,1482.0,1547,1614,3,1482.0,1482.0,1482.0,1
2015-01-15,2015,1,15,SG→US,SG,US,820.0,811,934,0,820.0,820.0,820.0,0
2015-01-15,2015,1,15,TW→US,TW,US,1064.0,1066,1308,0,1064.0,1064.0,1064.0,0
2015-01-16,2015,1,16,AE→US,AE,US,958.0,1099,982,2,958.0,958.0,958.0,1
2015-01-16,2015,1,16,AU→US,AU,US,3248.0,3920,3327,10,3248.0,3248.0,3248.0,1
2015-01-16,2015,1,16,CN→CA,CN,CA,470.0,473,516,0,470.0,470.0,470.0,0
2015-01-16,2015,1,16,CN→US,CN,US,2522.0,2613,2700,2,2522.0,2522.0,2522.0,1
2015-01-16,2015,1,16,DE→US,DE,US,373.0,377,396,0,373.0,373.0,373.0,0
2015-01-16,2015,1,16,GB→US,GB,US,563.0,565,702,0,563.0,563.0,563.0,0
2015-01-16,2015,1,16,HK→CA,HK,CA,648.0,650,792,0,648.0,648.0,648.0,0
2015-01-16,2015,1,16,HK→US,HK,US,613.0,614,702,0,613.0,613.0,613.0,0
2015-01-16,2015,1,16,JP→CA,JP,CA,476.0,517,516,1,476.0,476.0,476.0,1
2015-01-16,2015,1,16,JP→US,JP,US,2637.0,3029,2712,8,2637.0,2637.0,2637.0,1
2015-01-16,2015,1,16,KR→CA,KR,CA,478.0,483,516,0,478.0,478.0,478.0,0
2015-01-16,2015,1,16,KR→US,KR,US,1497.0,1605,1614,2,1497.0,1497.0,1497.0,1
2015-01-16,2015,1,16,SG→US,SG,US,822.0,815,934,0,822.0,822.0,822.0,0
2015-01-16,2015,1,16,TW→US,TW,US,1092.0,1093,1308,0,1092.0,1092.0,1092.0,0
2015-01-17,2015,1,17,AE→US,AE,US,877.0,875,982,0,877.0,877.0,877.0,0
2015-01-17,2015,1,17,AU→US,AU,US,2887.0,2976,3327,5,2887.0,2887.0,2887.0,1
2015-01-17,2015,1,17,CN→CA,CN,CA,442.0,442,516,0,442.0,442.0,442.0,0
2015-01-17,2015,1,17,CN→US,CN,US,2003.0,2012,2700,0,2003.0,2003.0,2003.0,0
2015-01-17,2015,1,17,DE→US,DE,US,289.0,290,396,0,289.0,289.0,289.0,0
2015-01-17,2015,1,17,GB→US,GB,US,510.0,511,702,0,510.0,510.0,510.0,0
2015-01-17,2015,1,17,HK→CA,HK,CA,541.0,543,792,0,541.0,541.0,541.0,0
2015-01-17,2015,1,17,HK→US,HK,US,502.0,502,702,0,502.0,502.0,502.0,0
2015-01-17,2015,1,17,JP→CA,JP,CA,455.0,454,516,0,455.0,455.0,455.0,0
2015-01-17,2015,1,17,JP→US,JP,US,2308.0,2341,2712,1,2308.0,2308.0,2308.0,1
2015-01-17,2015,1,17,KR→CA,KR,CA,383.0,381,516,0,383.0,383.0,383.0,0
2015-01-17,2015,1,17,KR→US,KR,US,1419.0,1436,1614,1,1419.0,1419.0,1419.0,1
2015-01-17,2015,1,17,SG→US,SG,US,743.0,750,934,1,743.0,743.0,743.0,1
2015-01-17,2015,1,17,TW→US,TW,US,907.0,907,1308,0,907.0,907.0,907.0,0
2015-01-18,2015,1,18,AE→US,AE,US,880.0,881,982,0,880.0,880.0,880.0,0
2015-01-18,2015,1,18,AU→US,AU,US,3218.0,3599,3327,7,3218.0,3218.0,3218.0,1
2015-01-18,2015,1,18,CN→CA,CN,CA,457.0,458,516,0,457.0,457.0,457.0,0
2015-01-18,2015,1,18,CN→US,CN,US,2391.0,2401,2700,0,2391.0,2391.0,2391.0,0
2015-01-18,2015,1,18,DE→US,DE,US,297.0,298,396,0,297.0,297.0,297.0,0
2015-01-18,2015,1,18,GB→US,GB,US,533.0,534,702,0,533.0,533.0,533.0,0
2015-01-18,2015,1,18,HK→CA,HK,CA,593.0,595,792,0,593.0,593.0,593.0,0
2015-01-18,2015,1,18,HK→US,HK,US,590.0,592,702,0,590.0,590.0,590.0,0
2015-01-18,2015,1,18,JP→CA,JP,CA,504.0,537,516,1,504.0,504.0,504.0,1
2015-01-18,2015,1,18,JP→US,JP,US,2440.0,2541,2712,4,2440.0,2440.0,2440.0,1
2015-01-18,2015,1,18,KR→CA,KR,CA,501.0,513,516,1,501.0,501.0,501.0,1
2015-01-18,2015,1,18,KR→US,KR,US,1452.0,1496,1614,1,1452.0,1452.0,1452.0,1
2015-01-18,2015,1,18,SG→US,SG,US,873.0,882,934,1,873.0,873.0,873.0,1
2015-01-18,2015,1,18,TW→US,TW,US,1040.0,1042,1308,0,1040.0,1040.0,1040.0,0
2015-01-19,2015,1,19,AE→US,AE,US,838.0,835,982,0,838.0,838.0,838.0,0
2015-01-19,2015,1,19,AU→US,AU,US,3087.0,3198,3327,3,3087.0,3087.0,3087.0,1
2015-01-19,2015,1,19,CN→CA,CN,CA,429.0,428,516,0,429.0,429.0,429.0,0
2015-01-19,2015,1,19,CN→US,CN,US,2414.0,2446,2700,2,2414.0,2414.0,2414.0,1
2015-01-19,2015,1,19,DE→US,DE,US,335.0,336,396,0,335.0,335.0,335.0,0
2015-01-19,2015,1,19,GB→US,GB,US,564.0,565,702,0,564.0,564.0,564.0,0
2015-01-19,2015,1,19,HK→CA,HK,CA,711.0,714,792,0,711.0,711.0,711.0,0
2015-01-19,2015,1,19,HK→US,HK,US,579.0,580,702,0,579.0,579.0,579.0,0
2015-01-19,2015,1,19,JP→CA,JP,CA,468.0,498,516,1,468.0,468.0,468.0,1
2015-01-19,2015,1,19,JP→US,JP,US,2315.0,2356,2712,1,2315.0,2315.0,2315.0,1
2015-01-19,2015,1,19,KR→CA,KR,CA,504.0,532,516,1,504.0,504.0,504.0,1
2015-01-19,2015,1,19,KR→US,KR,US,1504.0,1630,1614,3,1504.0,1504.0,1504.0,1
2015-01-19,2015,1,19,SG→US,SG,US,764.0,760,934,0,764.0,764.0,764.0,0
2015-01-19,2015,1,19,TW→US,TW,US,1121.0,1122,1308,0,1121.0,1121.0,1121.0,0
2015-01-20,2015,1,20,AE→US,AE,US,693.0,690,982,0,693.0,693.0,693.0,0
2015-01-20,2015,1,20,AU→US,AU,US,2897.0,2900,3327,0,2897.0,2897.0,2897.0,0
2015-01-20,2015,1,20,CN→CA,CN,CA,416.0,416,516,0,416.0,416.0,416.0,0
2015-01-20,2015,1,20,CN→US,CN,US,1962.0,1966,2700,0,1962.0,1962.0,1962.0,0
2015-01-20,2015,1,20,DE→US,DE,US,221.0,221,396,0,221.0,221.0,221.0,0
2015-01-20,2015,1,20,GB→US,GB,US,379.0,380,702,0,379.0,379.0,379.0,0
2015-01-20,2015,1,20,HK→CA,HK,CA,481.0,481,792,0,481.0,481.0,481.0,0
2015-01-20,2015,1,20,HK→US,HK,US,472.0,473,702,0,472.0,472.0,472.0,0
